title,genre,production_company,actors,description,votes,reviews_from_users,reviews_from_critics,director,weighted_average,IMDb Score,Information,title_lower
Transcendence,"Drama, Sci-Fi, Thriller",Alcon Entertainment,"Johnny Depp, Rebecca Hall, Paul Bettany, Cillian Murphy, Kate Mara, Cole Hauser, Morgan Freeman, Clifton Collins Jr., Cory Hardrict, Falk Hentschel, Josh Stewart, Luce Rains, Fernando Chien, Steven Liu, Xander Berkeley","A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.",207640,528.0,373.0,Wally Pfister,6.27471734330367,6.3,"A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.Johnny Depp Rebecca Hall Paul BettanyDrama, Sci-Fi, ThrillerWally Pfister",transcendence
Match,"Drama, History, Sport",Rekun Cinema,"Sergey Bezrukov, Elizaveta Boyarskaya, Ekaterina Klimova, Stanislav Boklan, Ostap Stupka, Aleksandr Kobzar, Nikita Tezin, Vladimir Nevelskiy, Masha Zhivagina, Olga Radchuk, Karen Badalov, Igor Gnezdilov, Svetlana Prus, Aleksey Vertinskiy, Dirk Martens",Goalkeeper Nikolay Ranevich and his Dinamo football team are about to play against the German footballers during the Nazi occupation of Kiev in 1942. The match is much more about honor and dignity than sport.,678,3.0,9.0,Stephen Belber,6.078959715917839,5.3,"Goalkeeper Nikolay Ranevich and his Dinamo football team are about to play against the German footballers during the Nazi occupation of Kiev in 1942. The match is much more about honor and dignity than sport.Sergey Bezrukov Elizaveta Boyarskaya Ekaterina KlimovaDrama, History, SportStephen Belber",match
,"Comedy, Drama",Permut Presentations,"Patrick Stewart, Carla Gugino, Matthew Lillard, Jaime Tirelli, Maduka Steady, Daphne Fernberger, Geoffrey Nauffts, Gregory Korostishevsky, Antonia Rey, Rob Yang, Marina Verriest, Alexander Anderson, Corwin Barnette, Troy Herring, Kristina Bentz","As a Juilliard professor is interviewed by a woman and her husband for her dissertation on the history of dance in 1960s New York City, it becomes increasingly clear that there are ulterior motives to the couple's visit.",1995,17.0,34.0,Stephen Belber,6.135040288371718,6.7,"As a Juilliard professor is interviewed by a woman and her husband for her dissertation on the history of dance in 1960s New York City, it becomes increasingly clear that there are ulterior motives to the couple's visit.Patrick Stewart Carla Gugino Matthew LillardComedy, DramaStephen Belber",match
Issaq,"Drama, Romance",Dhaval Gada Productions,"Prateik, Amyra Dastur, Ravi Kishan, Prashant Narayanan, Rajeshwari Sachdev, Neena Gupta, Makrand Deshpande, Vineet Kumar, Amit Sial, Prashantt Guptha, Sudhir Pandey, Evelyn Sharma, Sandeep Bose, Yuri Suri, Malini Awasthi","A contemporary adaptation of Romeo and Juliet set in the backdrop of Varanasi in the UP heartland, complete with naxalism, sand mining mafia and of course the timeless love story.",415,6.0,4.0,Manish Tiwary,6.0733254871217195,4.4,"A contemporary adaptation of Romeo and Juliet set in the backdrop of Varanasi in the UP heartland, complete with naxalism, sand mining mafia and of course the timeless love story.Prateik Amyra Dastur Ravi KishanDrama, RomanceManish Tiwary",issaq
Closed Circuit,"Crime, Drama, Mystery",Focus Features,"Kate Lock, Katherine Press, Patrick Warner, Ricky Nixon, Daniel Tuite, Zora Bishop, Vicky Jam, Zahra Ahmadi, Steve North, Denis Moschitto, Pinar Ögün, Hasancan Cifci, Andrew Havill, James Lowe, Jim Broadbent",A high-profile terrorism case unexpectedly binds together two ex-lovers on the defense team - testing the limits of their loyalties and placing their lives in jeopardy.,20716,80.0,131.0,John Crowley,6.1393923795300624,6.2,"A high-profile terrorism case unexpectedly binds together two ex-lovers on the defense team - testing the limits of their loyalties and placing their lives in jeopardy.Kate Lock Katherine Press Patrick WarnerCrime, Drama, MysteryJohn Crowley",closed circuit
Lootera,"Drama, Romance",Balaji Motion Pictures,"Ranveer Singh, Sonakshi Sinha, Barun Chanda, Adil Hussain, Vikrant Massey, Dibyendu Bhattacharya, Arif Zakaria, Pratap Jaiswal, Shirin Guha, Divya Dutta, Palan Kundu, Anirban Basu, Amit Saha, Dhruv Mookerji, Newton","An aristocrat's daughter falls in love with a visiting archaeologist, but he holds a secret that could drive them apart.",13803,115.0,31.0,,6.480226475122477,7.3,"An aristocrat's daughter falls in love with a visiting archaeologist, but he holds a secret that could drive them apart.Ranveer Singh Sonakshi Sinha Barun ChandaDrama, Romancenan",lootera
Moshe Kasher: Live in Oakland,Comedy,Comedy Dynamics,Moshe Kasher,"Oakland-bred comic and best-selling author Moshe Kasher comes back to the Bay Area in this standup special. Back on his home turf, Kasher finds comedy in these uproarious stories about the people he's met -and how they see him",279,1.0,1.0,Jay Chapman,6.103437799794944,6.8,"Oakland-bred comic and best-selling author Moshe Kasher comes back to the Bay Area in this standup special. Back on his home turf, Kasher finds comedy in these uproarious stories about the people he's met -and how they see himMoshe KasherComedyJay Chapman",moshe kasher: live in oakland
Chashme Baddoor,"Comedy, Drama",Viacom18 Motion Pictures,"Ali Zafar, Siddharth, Divyendu Sharma, Taapsee Pannu, Rishi Kapoor, Anupam Kher, Bharti Achrekar, Lillete Dubey, Ayaz Khan, Nikhil Pandey, Ashish Verma","When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds.",4703,26.0,9.0,,6.00107680984536,5.4,"When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds.Ali Zafar Siddharth Divyendu SharmaComedy, Dramanan",chashme baddoor
Wild Card,"Action, Crime, Drama",Lionsgate,"Jason Statham, Michael Angarano, Dominik Garcia, Hope Davis, Milo Ventimiglia, Max Casella, Stanley Tucci, Sofía Vergara, Jason Alexander, Anne Heche, Chris Browning, Matthew Willig, François Vincentelli, Davenia McFadden, Michael Papajohn","When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it's all or nothing.",47837,145.0,138.0,,5.789583832064899,5.6,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it's all or nothing.Jason Statham Michael Angarano Dominik GarciaAction, Crime, Dramanan",wild card
Big Hero 6,"Animation, Action, Adventure",FortyFour Studios,"Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller, Jamie Chung, Damon Wayans Jr., Genesis Rodriguez, James Cromwell, Alan Tudyk, Maya Rudolph, Abraham Benrubi, Katie Lowes, Billy Bush, Daniel Gerson, Paul Briggs","The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",381958,506.0,408.0,,7.677832350915321,7.8,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.Scott Adsit Ryan Potter Daniel HenneyAnimation, Action, Adventurenan",big hero 6
Ghanchakkar,"Comedy, Crime, Thriller",Reverie Entertainment,"Amar Kaushik, Vidya Balan, Emraan Hashmi, Rajesh Sharma, Raj Kumar Gupta, Vikram Kochhar, Parvin Dabas, Namit Das, Vishwanath Chatterjee, Shashank Shende, Tarun Dudeja, Helena Fonseca, Mahabanoo Mody-Kotwal, Sunil Vishrani, Frank M. Ahearn",A safe cracker claims he has lost his memory when two criminals come calling for their cut of the bank heist loot.,4452,38.0,16.0,Raj Kumar Gupta,6.0579455031515845,5.8,"A safe cracker claims he has lost his memory when two criminals come calling for their cut of the bank heist loot.Amar Kaushik Vidya Balan Emraan HashmiComedy, Crime, ThrillerRaj Kumar Gupta",ghanchakkar
Aiyyaa,"Comedy, Romance",Anurag Kashyap Films,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant, Subodh Bhave, Jyoti Subhash, Satish Alekar, Anita Date, Amey Wagh, Kishori Ballal, Thamizh, Shubhangi Damle, Umesh Kulkarni, Suraj Satav, Prashant Tapaswi, Dinesh Mapari","A woman goes on the hunt for her dream man, armed with her wild imagination, her passion for Masala-films, and her ultra-sensitive sense of smell.",1575,31.0,31.0,Sachin Kundalkar,6.005826482127825,4.3,"A woman goes on the hunt for her dream man, armed with her wild imagination, her passion for Masala-films, and her ultra-sensitive sense of smell.Rani Mukerji Prithviraj Sukumaran Nirmiti SawantComedy, RomanceSachin Kundalkar",aiyyaa
Black Sea,"Adventure, Drama, Thriller",Focus Features,"Jude Law, Karl Davies, Llewella Gideon, Jodie Whittaker, Gus Barry, Konstantin Khabenskiy, Daniel Ryan, Scoot McNairy, Tobias Menzies, Michael Smiley, David Threlfall, Sergey Kolesnikov, Sergey Puskepalis, Sergey Veksler, Grigoriy Dobrygin","In order to make good with his former employers, a submarine captain takes a job with a shadowy backer to search the depths of the Black Sea for a submarine rumored to be loaded with gold.",32682,115.0,166.0,Kevin MacDonald,6.256144110902911,6.4,"In order to make good with his former employers, a submarine captain takes a job with a shadowy backer to search the depths of the Black Sea for a submarine rumored to be loaded with gold.Jude Law Karl Davies Llewella GideonAdventure, Drama, ThrillerKevin MacDonald",black sea
Kalakalappu,Comedy,Avni Cinemax,"Vimal, Shiva, Anjali, Oviya, Santhanam, Ilavarasu, Manobala, V.S. Raghavan, Subbu Panchu, John Vijay, Shanmuga Sundharam, Karunakaran, Kaali Venkat, Vichu Vishwanath, Bava Lakshmanan","When seenu loses the girl he loves , Raghu loses seenu's hotel in a card game. Now seenu must get back his girl and his hotel while 10 diamonds make the situation more complicated.",932,,1.0,Sundar C.,6.121437980985131,6.9,"When seenu loses the girl he loves , Raghu loses seenu's hotel in a card game. Now seenu must get back his girl and his hotel while 10 diamonds make the situation more complicated.Vimal Shiva AnjaliComedySundar C.",kalakalappu
The Good Neighbor,"Crime, Drama, Horror",Anonymous Content,"James Caan, Logan Miller, Keir Gilchrist, Laura Innes, Edwin Hodge, Bailey Noble, Lili Reinhart, Anne Dudek, Mindy Sterling, William Charles Mitchell, Dean Cameron, Nik Dodani, Luke Spencer Roberts, Ted King, Billy Khoury",A pair of mischievous high school kids create the illusion of a haunting on an unsuspecting elderly neighbor while keeping his every reaction under surveillance. A series of coincidences leads to tragedy.,14548,109.0,49.0,Kasra Farahani,6.163924692138803,6.3,"A pair of mischievous high school kids create the illusion of a haunting on an unsuspecting elderly neighbor while keeping his every reaction under surveillance. A series of coincidences leads to tragedy.James Caan Logan Miller Keir GilchristCrime, Drama, HorrorKasra Farahani",the good neighbor
Gone Girl,"Drama, Mystery, Thriller",Twentieth Century Fox,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry, Carrie Coon, Kim Dickens, Patrick Fugit, David Clennon, Lisa Banes, Missi Pyle, Emily Ratajkowski, Casey Wilson, Lola Kirke, Boyd Holbrook, Sela Ward","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",784465,1335.0,614.0,,8.027365219073696,8.1,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.Ben Affleck Rosamund Pike Neil Patrick HarrisDrama, Mystery, Thrillernan",gone girl
Thaandavam,"Action, Thriller",UTV Motion Pictures,"Vikram, Jagapathi Babu, Anushka Shetty, Amy Jackson, Raai Laxmi, Santhanam, Nassar, Saranya Ponvannan, Thambi Ramayya, Srinivasa Rao Kota, Sayaji Shinde, Delhi Ganesh, M.S. Bhaskar, Sujitha, Balaji",A blind man with his 'Echolocation' power takes on a revenge mission.,1579,7.0,6.0,Vijay,6.097013156622473,6.1,"A blind man with his 'Echolocation' power takes on a revenge mission.Vikram Jagapathi Babu Anushka ShettyAction, ThrillerVijay",thaandavam
True Story,"Crime, Drama, Mystery",Regency Enterprises,"Jonah Hill, James Franco, Felicity Jones, Maria Dizzia, Ethan Suplee, Conor Kikot, Charlotte Driscoll, Stella Rae Payne, Robert John Burke, Byron Jennings, Gretchen Mol, Betty Gilpin, Seth Barrish, Robert Stanton, Michael Countryman",When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.,56083,131.0,179.0,,6.2299528085246,6.3,"When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.Jonah Hill James Franco Felicity JonesCrime, Drama, Mysterynan",true story
A Perfect Man,"Drama, Romance",Double Eagle,"Jeanne Tripplehorn, Liev Schreiber, Joelle Carter, Louise Fletcher, Renée Soutendijk, Huub Stapel, Katie Carr, Kevin Rooney, Joop Doderer, Marielle Van Sauers, Marc Van Eeghem, Victor Löw, Michael Pas, Baruch Schwarts, Yannick van de Velde",A womanizing husband inadvertently falls back in love with his wife over the phone when she pretends to be another woman.,1839,8.0,9.0,Kees Van Oostrum,6.044250738167469,5.2,"A womanizing husband inadvertently falls back in love with his wife over the phone when she pretends to be another woman.Jeanne Tripplehorn Liev Schreiber Joelle CarterDrama, RomanceKees Van Oostrum",a perfect man
"Berlin, I Love You","Drama, Romance",Bily Media Berlin,"Keira Knightley, Helen Mirren, Luke Wilson, Jim Sturgess, Mickey Rourke, Jenna Dewan, Emily Beecham, Dianna Agron, Veronica Ferres, Diego Luna, Iwan Rheon, Charlotte Le Bon, Sibel Kekilli, Nolan Gerard Funk, Julia Dietze","Latest installment of the Cities of Love series (Paris, je t'aime / New York, I Love You / Rio, Eu Te Amo), this collective feature-film is made of ten stories of romance set in the German capital.",1519,42.0,24.0,,6.018693779593174,4.5,"Latest installment of the Cities of Love series (Paris, je t'aime / New York, I Love You / Rio, Eu Te Amo), this collective feature-film is made of ten stories of romance set in the German capital.Keira Knightley Helen Mirren Luke WilsonDrama, Romancenan","berlin, i love you"
Satyagraha,Drama,Prakash Jha Productions,"Amitabh Bachchan, Kareena Kapoor, Ajay Devgn, Manoj Bajpayee, Amrita Rao, Arjun Rampal, Vipin Sharma, Mugdha Godse, Natasa Stankovic, Anjali Patil, Indraneil Sengupta, Mukul Chadda, Ivan Rodrigues, Jagat Singh, Shireesh Sharma",A corporate go-getter sees his priorities shift when a personal tragedy brings him face-to-face with political corruption.,4628,55.0,17.0,Prakash Jha,6.070170531603672,5.9,A corporate go-getter sees his priorities shift when a personal tragedy brings him face-to-face with political corruption.Amitabh Bachchan Kareena Kapoor Ajay DevgnDramaPrakash Jha,satyagraha
Friend Request,Thriller,6 Foot Films,"Anthony Michael Hall, Martin Kove, Richard Riehle, Mia Tate, Renny Grames, Anne Sward, Kellie Cockrell, Kari Hawker-Diaz, Britani Bateman Underwood, Jarrod Phillips, Sarah Kent, Deborah Lee Douglas, Allan Groves, Amy Savannah, Larry Filion","A team of two detectives is tasked with apprehending a crazed, online psycho who tracks down and lures victims via a popular social media site.",130,4.0,,Simon Verhoeven,6.088096774339538,4.1,"A team of two detectives is tasked with apprehending a crazed, online psycho who tracks down and lures victims via a popular social media site.Anthony Michael Hall Martin Kove Richard RiehleThrillerSimon Verhoeven",friend request
,"Horror, Mystery, Thriller",Wiedemann & Berg Filmproduktion,"Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan, Brooke Markham, Sean Marquette, Liesl Ahlers, Shashawnee Hall, Susan Danford, Lee Raviv, Nicholas Pauling, David Butler, Julian Katz, Kiano Janse van Rensburg, Dorothy Ann Gould","When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.",22461,139.0,124.0,Simon Verhoeven,5.75250107731328,5.3,"When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.Alycia Debnam-Carey William Moseley Connor PaoloHorror, Mystery, ThrillerSimon Verhoeven",friend request
The SpongeBob Movie: Sponge Out of Water,"Animation, Adventure, Comedy",Paramount Animation,"Antonio Banderas, Eric Bauza, Tim Conway, Eddie Deezen, Rob Paulsen, Kevin Michael Richardson, April Stewart, Cree Summer, Billy West, Carlos Alazraqui, Nolan North, Paul Tibbitt, Tom Kenny, Bill Fagerbakke, Rodger Bumpass","When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his nemesis Plankton must team up in order to get it back.",45035,161.0,151.0,,6.038345255876584,6.0,"When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his nemesis Plankton must team up in order to get it back.Antonio Banderas Eric Bauza Tim ConwayAnimation, Adventure, Comedynan",the spongebob movie: sponge out of water
The Mansion,Thriller,Passerby Films,"Carter Roy, Amy Rutberg, Eva Grace Kellner, Chris Kies, Sebastian Beacon, Travis Grant, Reed Pendergrass, Sam Smith, Vincent Gandolfi, Tom Thon, Cary Strongwater, Seth Scofield, Aimee Kellner, John Thomas Long, Nabil Kanso",Refuge is a suspense-thriller about a family struggling to survive in the wake of a great catastrophic event.,444,3.0,29.0,Tony Datis,6.0805978295365195,5.0,Refuge is a suspense-thriller about a family struggling to survive in the wake of a great catastrophic event.Carter Roy Amy Rutberg Eva Grace KellnerThrillerTony Datis,the mansion
Concussion,Drama,93 Films,"Robin Weigert, Julie Fain Lawrence, Maren Shapero, Micah Shapero, Janel Moloney, Funda Duval, Claudine Ohayon, Jane Peterson, Maggie Siff, Johnathan Tchaikovsky, Francesca Castagnoli, Sarah Dubrovsky, Kate Rogal, Judd Harner, R. Wayne Martin","After a blow to the head, Abby decides she can't do it anymore. Her life just can't be only about the house, the kids and the wife. She needs more: she needs to be Eleanor.",3927,18.0,69.0,Stacie Passon,6.038509622412715,5.6,"After a blow to the head, Abby decides she can't do it anymore. Her life just can't be only about the house, the kids and the wife. She needs more: she needs to be Eleanor.Robin Weigert Julie Fain Lawrence Maren ShaperoDramaStacie Passon",concussion
,"Biography, Drama, Sport",LStar Capital,"Will Smith, Alec Baldwin, Albert Brooks, Gugu Mbatha-Raw, David Morse, Arliss Howard, Mike O'Malley, Eddie Marsan, Hill Harper, Adewale Akinnuoye-Agbaje, Stephen Moyer, Richard T. Jones, Paul Reiser, Luke Wilson, Sara Lindsey","In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",79750,186.0,238.0,Stacie Passon,6.829025586322548,7.1,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.Will Smith Alec Baldwin Albert BrooksBiography, Drama, SportStacie Passon",concussion
Shootout at Wadala,"Action, Crime",Balaji Motion Pictures,"Anil Kapoor, John Abraham, Manoj Bajpayee, Tusshar Kapoor, Kangana Ranaut, Sonu Sood, Ronit Roy, Mahesh Manjrekar, Raju Mavani, Arif Zakaria, Pankaj Kalra, Karan Patel, Hussain Sheikh, Vineet Sharma, Raju Kher","The first-ever registered encounter by the Mumbai Police, which took place on November 1, 1982. Based on a true story.",5738,32.0,26.0,,6.06481245658977,5.9,"The first-ever registered encounter by the Mumbai Police, which took place on November 1, 1982. Based on a true story.Anil Kapoor John Abraham Manoj BajpayeeAction, Crimenan",shootout at wadala
